employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,average_montly_hours
3036,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,6,0,50.0,0,176
10883,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,2.0,4,1,46.0,0,241
5399,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,25,2.0,2,0,54.0,0,150
1905,Analytics,region_25,Bachelor's,m,other,3,30,5.0,7,0,85.0,0,285
6402,Sales & Marketing,region_26,Master's & above,m,other,1,41,5.0,14,0,,1,224
1420,Analytics,region_22,Bachelor's,f,other,1,26,5.0,3,0,85.0,0,246
14514,Sales & Marketing,region_15,Bachelor's,m,other,1,39,3.0,12,0,51.0,0,133
5310,Procurement,region_31,Bachelor's,m,sourcing,1,37,5.0,3,0,73.0,0,209
11864,HR,region_2,Bachelor's,m,other,1,49,5.0,7,0,54.0,0,145
917,Operations,region_27,Bachelor's,m,sourcing,1,43,3.0,15,0,56.0,0,219
9801,Finance,region_14,Bachelor's,m,sourcing,2,35,3.0,7,0,60.0,0,169
2703,Procurement,region_2,Below Secondary,m,other,1,26,,1,0,69.0,0,154
10120,Procurement,region_2,Master's & above,m,sourcing,1,38,2.0,8,0,71.0,0,155
4653,Operations,region_2,Bachelor's,f,sourcing,1,32,5.0,10,0,69.0,1,237
11448,Sales & Marketing,region_7,Master's & above,m,other,1,54,1.0,28,0,53.0,0,127
10674,Operations,region_22,Bachelor's,f,other,2,28,,1,0,,0,163
2464,Procurement,region_24,Master's & above,f,sourcing,3,33,3.0,6,0,72.0,0,149
8846,Operations,region_22,Below Secondary,f,sourcing,2,23,,1,0,60.0,0,176
1407,Procurement,region_17,Bachelor's,f,other,2,30,5.0,3,0,65.0,0,139
6987,Procurement,region_17,Master's & above,f,other,1,34,3.0,7,0,74.0,0,128
2742,Technology,region_28,Master's & above,m,other,1,35,2.0,8,0,78.0,1,253
473,Analytics,region_9,Bachelor's,m,sourcing,1,28,3.0,2,0,88.0,0,178
328,Sales & Marketing,region_7,,m,other,1,27,5.0,2,0,51.0,0,230
2361,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,40,4.0,8,0,49.0,0,194
13112,Operations,region_26,Bachelor's,m,sourcing,1,24,,1,0,59.0,0,171
2985,Analytics,region_22,Bachelor's,f,sourcing,1,26,5.0,4,0,86.0,1,274
10324,Sales & Marketing,region_2,,m,sourcing,1,50,4.0,19,0,50.0,0,199
12161,Sales & Marketing,region_11,Bachelor's,m,other,1,34,3.0,5,0,48.0,0,301
8450,Sales & Marketing,region_4,Master's & above,m,sourcing,1,46,1.0,20,0,47.0,0,130
8843,Technology,region_31,Bachelor's,f,sourcing,1,30,3.0,11,0,79.0,0,222
7244,Sales & Marketing,region_32,,m,sourcing,1,28,2.0,9,0,51.0,0,196
9888,Sales & Marketing,region_7,Master's & above,f,sourcing,1,37,1.0,4,0,47.0,0,134
12178,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,35,3.0,7,0,49.0,0,140
11430,Sales & Marketing,region_8,Bachelor's,m,other,1,40,,1,0,50.0,0,157
10914,Sales & Marketing,region_12,Bachelor's,m,other,1,27,5.0,6,0,48.0,0,121
10984,Operations,region_2,Master's & above,f,other,1,47,3.0,18,0,59.0,0,226
4307,HR,region_7,Master's & above,m,other,1,33,2.0,5,0,51.0,0,218
9546,Analytics,region_1,Master's & above,m,sourcing,1,30,3.0,4,0,88.0,0,230
12938,Analytics,region_6,Bachelor's,m,other,1,32,5.0,6,0,81.0,0,207
11662,HR,region_2,Master's & above,m,other,1,50,4.0,10,0,50.0,0,226
5816,Procurement,region_15,Master's & above,m,other,1,32,3.0,2,0,65.0,0,217
3868,Procurement,region_2,Master's & above,m,sourcing,2,38,3.0,11,0,64.0,0,193
4586,Sales & Marketing,region_26,,m,other,2,24,3.0,2,0,52.0,0,203
14924,Operations,region_12,Bachelor's,m,other,1,37,3.0,3,0,,0,148
6109,Operations,region_7,Bachelor's,m,other,1,30,3.0,2,0,60.0,0,145
13851,Sales & Marketing,region_27,Bachelor's,m,sourcing,3,30,3.0,5,0,44.0,0,123
2275,Operations,region_23,Bachelor's,m,other,1,33,5.0,9,0,58.0,0,159
10186,Sales & Marketing,region_26,Bachelor's,m,other,1,25,5.0,2,0,50.0,0,154
11833,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,38,4.0,6,0,50.0,0,187
9217,Technology,region_27,Master's & above,f,other,1,33,3.0,7,0,78.0,0,207
4977,Sales & Marketing,region_7,Bachelor's,m,other,4,32,1.0,8,0,50.0,0,193
7456,Sales & Marketing,region_1,,m,other,1,28,,1,0,48.0,0,158
8956,Sales & Marketing,region_25,Master's & above,m,sourcing,3,33,3.0,6,0,49.0,0,203
6774,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,5.0,6,0,48.0,0,211
431,Procurement,region_2,Bachelor's,m,other,3,60,3.0,16,0,68.0,0,195
6490,Sales & Marketing,region_2,Bachelor's,m,other,1,44,5.0,5,0,46.0,0,186
3854,Procurement,region_16,Master's & above,f,other,1,35,3.0,9,0,70.0,1,284
14085,Sales & Marketing,region_16,,m,sourcing,1,22,,1,0,,1,254
5503,Operations,region_27,Master's & above,f,other,1,37,5.0,4,0,,0,122
1850,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,5.0,3,0,53.0,0,159
2823,Analytics,region_2,Bachelor's,m,other,1,60,3.0,28,0,80.0,0,252
7569,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,24,,1,0,48.0,0,142
5322,Finance,region_2,Master's & above,m,other,1,44,5.0,8,0,63.0,0,181
13333,Analytics,region_29,Bachelor's,m,other,2,31,1.0,4,0,84.0,0,181
7148,Finance,region_22,Bachelor's,f,other,1,30,3.0,4,0,58.0,0,124
10219,Operations,region_25,Bachelor's,f,sourcing,1,29,4.0,2,0,,0,216
9898,Procurement,region_20,Master's & above,m,sourcing,7,38,5.0,10,0,72.0,0,175
3919,Operations,region_22,Master's & above,m,sourcing,1,32,4.0,3,0,60.0,0,217
7454,Sales & Marketing,region_2,Master's & above,f,other,1,55,3.0,10,0,53.0,0,220
5510,Operations,region_15,,m,sourcing,1,34,5.0,8,0,,0,141
8769,HR,region_2,Bachelor's,f,referred,1,37,4.0,3,0,52.0,0,152
34,Operations,region_14,Bachelor's,m,other,1,43,3.0,13,0,,0,174
6752,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,43,3.0,13,0,51.0,0,159
4990,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,23,3.0,3,0,46.0,0,206
3414,Operations,region_29,Master's & above,m,other,1,46,3.0,16,0,57.0,0,201
500,Sales & Marketing,region_2,,m,sourcing,1,20,,1,0,53.0,0,132
100,Sales & Marketing,region_28,Master's & above,m,sourcing,2,34,1.0,6,0,50.0,0,221
10163,Procurement,region_2,Master's & above,f,sourcing,1,48,3.0,9,0,64.0,0,155
9345,Sales & Marketing,region_10,Bachelor's,m,other,1,25,1.0,2,0,48.0,0,150
8199,Sales & Marketing,region_7,Master's & above,f,other,2,42,3.0,9,0,54.0,0,222
8238,Legal,region_5,Bachelor's,m,other,1,32,5.0,4,0,59.0,0,144
4138,Technology,region_27,Bachelor's,m,other,1,39,4.0,10,0,78.0,0,127
6171,Procurement,region_22,Bachelor's,m,other,1,32,5.0,4,1,99.0,1,243
13250,Technology,region_23,Bachelor's,m,other,1,31,1.0,5,0,81.0,0,224
9443,Operations,region_2,Bachelor's,m,sourcing,1,49,1.0,7,0,,0,212
13896,Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,1.0,9,0,53.0,0,134
13648,HR,region_2,Bachelor's,m,other,1,29,4.0,3,0,50.0,0,177
1359,Technology,region_11,Master's & above,m,other,1,34,3.0,9,0,81.0,0,206
6952,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,5.0,4,0,51.0,0,154
10817,Procurement,region_2,Master's & above,f,other,1,36,4.0,4,0,72.0,0,159
7245,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,46,3.0,6,0,47.0,0,251
8257,Sales & Marketing,region_28,Bachelor's,m,other,1,30,3.0,5,0,50.0,0,164
4538,Procurement,region_13,Bachelor's,m,other,2,31,1.0,8,0,73.0,0,241
10296,Procurement,region_2,Bachelor's,m,sourcing,2,35,3.0,10,0,67.0,0,226
13319,Operations,region_12,Bachelor's,m,other,1,27,5.0,2,0,56.0,0,184
5912,HR,region_2,Bachelor's,f,other,1,55,3.0,21,0,49.0,0,155
11653,Analytics,region_27,Bachelor's,m,sourcing,1,29,4.0,1,0,81.0,1,235
756,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,33,5.0,7,0,50.0,0,177
10985,Procurement,region_19,Bachelor's,f,other,1,37,1.0,7,0,70.0,0,183
14745,Sales & Marketing,region_23,Bachelor's,m,other,2,34,4.0,2,0,49.0,0,198
9352,Analytics,region_27,Bachelor's,m,other,3,27,4.0,3,0,81.0,0,191
14202,Analytics,region_20,Bachelor's,m,other,2,32,3.0,8,0,88.0,0,207
5117,Sales & Marketing,region_13,Bachelor's,f,other,1,27,,1,0,47.0,0,243
5927,Operations,region_6,Bachelor's,m,other,1,26,4.0,5,0,60.0,0,208
13605,Operations,region_2,,m,other,1,25,,1,0,58.0,0,191
11177,Technology,region_24,Bachelor's,f,other,1,28,4.0,2,0,84.0,0,229
11314,Operations,region_7,Bachelor's,f,other,1,42,1.0,5,0,62.0,0,215
9981,Technology,region_15,Bachelor's,m,other,1,33,3.0,8,0,82.0,0,128
10607,Analytics,region_8,Bachelor's,m,sourcing,1,27,5.0,5,0,87.0,1,300
13136,Analytics,region_28,Bachelor's,m,other,2,34,3.0,10,0,85.0,0,196
895,Sales & Marketing,region_2,Master's & above,m,other,1,45,3.0,3,0,49.0,0,200
11399,Operations,region_13,Bachelor's,m,other,1,31,5.0,5,0,59.0,0,201
2227,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,56,4.0,6,0,50.0,0,178
4646,Sales & Marketing,region_2,Bachelor's,m,other,1,37,3.0,8,0,59.0,1,273
14793,R&D,region_25,Master's & above,m,sourcing,1,35,5.0,8,0,86.0,0,171
11089,Operations,region_11,Master's & above,m,other,1,45,5.0,14,0,56.0,0,221
6163,Sales & Marketing,region_7,,f,sourcing,2,26,1.0,3,0,54.0,0,220
14820,Finance,region_2,Bachelor's,f,sourcing,2,30,5.0,6,0,60.0,0,134
12819,Legal,region_22,Bachelor's,m,referred,1,30,5.0,5,0,58.0,0,117
12042,Procurement,region_2,Below Secondary,m,sourcing,1,20,,1,0,74.0,0,228
5203,Sales & Marketing,region_2,Bachelor's,m,other,1,44,5.0,3,0,57.0,1,307
8402,Procurement,region_2,Bachelor's,f,other,1,33,4.0,6,0,69.0,0,183
12806,Legal,region_7,Bachelor's,m,other,1,37,4.0,7,0,62.0,0,139
14427,Sales & Marketing,region_2,,f,other,1,23,4.0,2,0,52.0,0,155
1442,Procurement,region_22,Master's & above,f,other,1,41,5.0,7,0,68.0,0,181
5237,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,54,4.0,12,0,47.0,1,275
1028,Procurement,region_11,Bachelor's,m,other,1,32,3.0,5,0,72.0,0,176
13071,Procurement,region_7,Bachelor's,m,sourcing,1,31,5.0,3,0,74.0,0,201
11838,Procurement,region_1,Bachelor's,m,other,1,27,3.0,2,0,71.0,0,156
5024,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,35,3.0,7,0,55.0,0,145
8168,Sales & Marketing,region_32,Bachelor's,m,other,1,25,,1,0,53.0,0,144
14743,Operations,region_7,Bachelor's,m,other,1,33,3.0,7,0,,0,184
8986,Procurement,region_13,Bachelor's,m,other,1,40,3.0,4,0,67.0,1,289
5269,Analytics,region_13,Bachelor's,m,sourcing,2,30,1.0,3,0,79.0,0,216
6678,Sales & Marketing,region_15,Bachelor's,m,other,1,46,4.0,2,0,53.0,0,165
2779,Sales & Marketing,region_22,Bachelor's,m,referred,2,29,5.0,3,0,48.0,0,199
6102,Analytics,region_1,Bachelor's,m,other,1,32,5.0,3,0,85.0,0,170
244,Operations,region_2,Bachelor's,m,sourcing,1,50,3.0,25,0,,0,128
1103,Sales & Marketing,region_11,,m,other,1,30,4.0,7,0,50.0,0,130
2136,Operations,region_6,Bachelor's,f,sourcing,1,32,5.0,2,0,64.0,0,121
8374,Analytics,region_28,Master's & above,m,sourcing,1,37,5.0,7,0,90.0,0,182
5800,Technology,region_16,Below Secondary,m,other,1,22,,1,0,81.0,0,197
9792,Sales & Marketing,region_30,Bachelor's,m,other,1,33,5.0,6,0,52.0,0,181
3430,Analytics,region_2,Master's & above,m,other,1,32,5.0,10,0,88.0,0,109
6361,Operations,region_15,Bachelor's,m,other,2,37,3.0,8,0,62.0,0,149
2081,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,31,2.0,6,0,55.0,0,120
1957,Operations,region_15,Bachelor's,m,sourcing,1,46,5.0,9,1,89.0,1,155
3227,Sales & Marketing,region_26,Bachelor's,m,other,1,39,5.0,4,0,50.0,0,123
7900,Sales & Marketing,region_2,,m,other,1,49,5.0,5,0,49.0,0,187
14239,Operations,region_30,Bachelor's,f,sourcing,1,30,5.0,6,0,60.0,0,135
11845,HR,region_32,Bachelor's,f,sourcing,1,31,3.0,4,0,49.0,0,195
7061,Procurement,region_20,Master's & above,f,other,1,38,5.0,3,0,68.0,0,176
13872,Operations,region_15,Bachelor's,m,other,1,30,3.0,2,0,56.0,0,208
1601,Procurement,region_2,Master's & above,f,other,2,48,3.0,11,0,69.0,0,296
12955,Technology,region_22,Bachelor's,m,other,2,27,4.0,4,0,79.0,0,226
3823,Procurement,region_13,Bachelor's,m,other,2,34,3.0,2,0,67.0,0,124
8395,Procurement,region_16,Master's & above,f,sourcing,1,35,3.0,10,0,67.0,0,240
5613,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,5.0,9,0,50.0,0,170
6409,Technology,region_15,Bachelor's,m,sourcing,1,24,,1,0,84.0,0,131
11066,Analytics,region_22,Bachelor's,m,other,3,31,3.0,6,0,86.0,0,195
11052,Analytics,region_32,Bachelor's,m,sourcing,2,35,5.0,8,0,83.0,0,198
3852,Sales & Marketing,region_4,Bachelor's,m,other,1,32,3.0,4,0,49.0,0,266
3602,Technology,region_33,Bachelor's,m,other,1,34,3.0,3,1,75.0,1,281
9592,Technology,region_22,Master's & above,f,other,2,49,1.0,3,0,77.0,0,206
3808,HR,region_27,Bachelor's,m,other,1,32,1.0,3,0,51.0,0,128
10214,Procurement,region_17,Bachelor's,m,other,1,41,5.0,7,1,72.0,1,281
11546,Sales & Marketing,region_16,Master's & above,m,sourcing,1,36,4.0,7,0,48.0,0,243
13205,Technology,region_5,Master's & above,f,sourcing,1,35,3.0,3,0,74.0,0,153
3458,Operations,region_13,Bachelor's,m,sourcing,3,47,5.0,4,0,63.0,0,212
7836,Sales & Marketing,region_11,Bachelor's,m,other,1,28,2.0,2,0,48.0,0,157
2120,Sales & Marketing,region_26,Bachelor's,m,other,1,33,2.0,8,0,49.0,0,153
6470,Analytics,region_7,Bachelor's,f,other,2,28,,1,0,85.0,1,238
12870,Finance,region_23,Master's & above,m,other,2,37,3.0,4,0,59.0,0,216
5980,Operations,region_15,Bachelor's,m,other,1,40,3.0,5,0,54.0,0,166
8433,Operations,region_22,Master's & above,m,sourcing,1,34,1.0,7,0,62.0,0,196
3847,Operations,region_31,Bachelor's,f,sourcing,1,30,3.0,2,0,63.0,0,271
1116,Operations,region_2,Bachelor's,f,other,1,41,5.0,7,0,,0,201
12457,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,,1,0,50.0,0,230
12783,Technology,region_13,Master's & above,m,other,2,37,2.0,8,0,82.0,0,173
13681,Analytics,region_2,,m,other,2,25,,1,0,89.0,0,169
1439,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,50,3.0,17,0,51.0,0,285
5327,HR,region_2,Bachelor's,f,sourcing,1,35,4.0,10,0,49.0,0,212
5171,Procurement,region_7,Master's & above,f,other,1,41,3.0,6,0,67.0,0,172
3652,Operations,region_21,Master's & above,m,sourcing,2,35,3.0,7,0,58.0,0,211
10658,Procurement,region_11,Master's & above,f,sourcing,1,34,5.0,5,0,69.0,0,140
2563,Sales & Marketing,region_2,,m,other,1,60,4.0,6,0,52.0,0,154
1393,Procurement,region_15,Bachelor's,f,other,1,29,5.0,5,0,71.0,1,239
3431,Procurement,region_13,Bachelor's,m,other,3,29,3.0,3,0,63.0,0,144
3934,Sales & Marketing,region_17,Master's & above,m,sourcing,1,48,1.0,17,1,48.0,0,229
6024,Analytics,region_28,,m,other,1,27,3.0,1,0,82.0,0,135
12558,Analytics,region_2,Bachelor's,m,sourcing,1,31,3.0,4,0,87.0,0,157
922,Sales & Marketing,region_13,Master's & above,m,other,1,44,5.0,3,0,43.0,0,199
11375,Sales & Marketing,region_13,Master's & above,m,sourcing,1,49,5.0,7,0,49.0,0,227
2118,Sales & Marketing,region_7,Bachelor's,m,other,1,35,1.0,3,0,46.0,0,270
4742,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,38,5.0,3,0,63.0,1,271
7171,Analytics,region_27,Bachelor's,m,other,1,27,4.0,3,0,83.0,0,232
8520,Procurement,region_22,Bachelor's,m,sourcing,2,31,4.0,6,0,74.0,0,157
14694,Procurement,region_2,Master's & above,f,other,1,33,3.0,3,0,74.0,0,242
11565,Analytics,region_13,Master's & above,f,other,1,32,4.0,4,0,82.0,0,182
2371,Analytics,region_31,Bachelor's,m,other,1,30,4.0,3,0,83.0,0,242
2517,Analytics,region_25,Master's & above,m,other,1,33,5.0,2,0,82.0,0,141
1675,Technology,region_14,Bachelor's,f,other,1,34,1.0,7,0,80.0,0,252
124,Operations,region_22,Master's & above,f,sourcing,2,38,3.0,12,0,87.0,1,256
2351,Operations,region_25,Bachelor's,m,sourcing,1,31,5.0,3,0,58.0,0,120
14003,Operations,region_2,Master's & above,f,referred,1,35,5.0,8,0,60.0,1,276
10098,Technology,region_7,Bachelor's,m,sourcing,1,26,3.0,2,0,80.0,0,192
4662,Analytics,region_22,Bachelor's,f,other,1,31,4.0,7,0,85.0,0,209
12829,Sales & Marketing,region_26,Bachelor's,m,other,3,28,3.0,4,0,51.0,0,179
11435,Technology,region_13,Bachelor's,m,referred,2,31,4.0,5,0,79.0,0,136
7058,R&D,region_26,Bachelor's,m,sourcing,2,26,5.0,3,0,86.0,0,206
6997,Procurement,region_14,Bachelor's,f,sourcing,1,29,4.0,3,0,71.0,0,192
8487,Sales & Marketing,region_4,Bachelor's,m,other,1,57,2.0,25,0,54.0,0,216
308,Operations,region_19,Bachelor's,m,sourcing,2,32,1.0,3,0,60.0,0,125
8573,Analytics,region_22,Master's & above,m,sourcing,1,39,5.0,11,0,84.0,0,230
8567,Sales & Marketing,region_2,Bachelor's,m,other,1,53,3.0,3,0,47.0,0,193
626,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,53,1.0,5,0,49.0,0,263
10220,Operations,region_4,Bachelor's,m,sourcing,1,36,3.0,12,0,70.0,1,224
11503,Technology,region_2,Bachelor's,f,sourcing,1,29,,1,0,81.0,0,165
12155,Sales & Marketing,region_7,,m,other,2,25,,1,0,49.0,0,223
7524,Operations,region_7,Master's & above,f,other,1,39,3.0,2,0,62.0,0,128
3391,Operations,region_32,Master's & above,f,sourcing,1,42,4.0,5,0,64.0,0,227
3206,Analytics,region_5,Bachelor's,m,other,1,36,3.0,8,0,81.0,0,140
14869,Sales & Marketing,region_19,Bachelor's,m,other,1,31,1.0,4,0,49.0,0,134
85,Operations,region_22,Master's & above,f,sourcing,1,40,5.0,5,0,59.0,0,199
7972,Analytics,region_32,,m,sourcing,1,30,5.0,4,0,82.0,1,256
2523,Operations,region_22,Bachelor's,m,other,1,47,3.0,20,0,,0,208
14355,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,41,3.0,14,0,46.0,0,152
9117,Operations,region_15,Master's & above,f,sourcing,1,44,4.0,13,0,59.0,0,213
11473,Finance,region_31,Bachelor's,f,sourcing,1,26,3.0,2,0,64.0,0,142
10457,Technology,region_2,Master's & above,f,other,1,49,3.0,18,0,82.0,0,231
2447,Sales & Marketing,region_2,Bachelor's,m,other,1,56,5.0,5,0,51.0,0,156
1734,Sales & Marketing,region_2,Bachelor's,m,other,1,41,2.0,12,0,51.0,0,204
13517,Sales & Marketing,region_7,,m,other,1,23,1.0,2,0,49.0,0,118
222,Procurement,region_13,Master's & above,m,other,1,34,4.0,5,0,71.0,0,205
10004,Operations,region_19,Master's & above,m,other,2,50,3.0,15,0,56.0,0,179
9203,Finance,region_26,Bachelor's,m,other,1,36,1.0,8,0,,0,126
4673,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,29,5.0,4,0,,1,259
7873,Analytics,region_9,Master's & above,m,other,1,27,,1,0,88.0,0,188
1856,Sales & Marketing,region_2,Master's & above,f,sourcing,1,56,2.0,12,0,49.0,0,191
13763,Procurement,region_19,Bachelor's,f,other,1,37,3.0,7,0,74.0,0,155
8950,Analytics,region_15,Bachelor's,m,other,1,30,,1,0,84.0,0,159
12258,Technology,region_31,Bachelor's,f,sourcing,1,26,,1,0,84.0,0,190
525,Sales & Marketing,region_22,Bachelor's,m,other,4,30,3.0,4,0,49.0,0,221
3763,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,51,4.0,17,0,63.0,1,242
13050,Analytics,region_2,Bachelor's,m,sourcing,1,33,3.0,4,0,86.0,0,171
9609,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,27,3.0,3,0,55.0,0,270
2747,Procurement,region_31,Bachelor's,f,other,1,32,3.0,2,0,69.0,0,263
4061,Technology,region_16,Bachelor's,m,other,1,40,5.0,4,0,82.0,0,177
13989,Operations,region_16,Bachelor's,f,other,2,26,,1,1,,0,118
4345,HR,region_26,Bachelor's,m,other,1,29,3.0,5,0,48.0,0,194
14002,Procurement,region_2,Master's & above,f,other,1,32,3.0,6,0,74.0,0,172
12781,Analytics,region_28,Bachelor's,m,other,3,30,3.0,5,0,84.0,0,197
1384,Technology,region_2,Bachelor's,f,sourcing,1,25,2.0,3,0,79.0,0,145
13647,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,33,5.0,7,0,49.0,0,122
7704,Operations,region_5,Bachelor's,m,other,1,39,4.0,7,0,57.0,0,240
14413,Sales & Marketing,region_1,Bachelor's,m,other,1,42,5.0,8,0,58.0,0,135
1713,Sales & Marketing,region_13,Bachelor's,m,other,1,35,3.0,6,0,49.0,0,157
899,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,36,3.0,4,0,54.0,0,183
6881,Sales & Marketing,region_1,Bachelor's,m,other,1,32,5.0,3,0,46.0,0,224
7378,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,4.0,4,0,48.0,0,164
4752,Procurement,region_2,Bachelor's,f,other,1,59,2.0,15,0,66.0,0,162
14799,Operations,region_25,Bachelor's,f,sourcing,1,27,3.0,2,0,57.0,0,211
7716,Finance,region_31,Bachelor's,m,sourcing,3,41,3.0,3,0,60.0,0,210
853,HR,region_22,Bachelor's,m,other,1,29,3.0,5,0,55.0,0,169
11725,Sales & Marketing,region_2,Master's & above,f,other,1,46,3.0,3,0,49.0,0,199
11757,Finance,region_11,Bachelor's,f,other,1,29,4.0,9,0,58.0,0,141
4918,Sales & Marketing,region_12,Bachelor's,f,other,1,26,5.0,3,0,54.0,0,161
14132,Analytics,region_2,Bachelor's,m,other,2,41,2.0,13,0,82.0,1,127
5286,Technology,region_23,Bachelor's,m,other,1,26,4.0,2,0,78.0,0,157
7945,Technology,region_13,Bachelor's,f,sourcing,2,33,2.0,4,0,79.0,0,191
2363,Procurement,region_4,Master's & above,f,sourcing,1,35,4.0,6,0,63.0,0,234
8908,Procurement,region_7,Master's & above,m,sourcing,2,41,3.0,11,0,69.0,0,121
8860,Sales & Marketing,region_7,,m,other,2,25,5.0,2,0,44.0,0,152
12390,Operations,region_24,Bachelor's,m,other,1,27,1.0,3,0,59.0,0,206
7578,Procurement,region_4,Master's & above,m,other,1,46,4.0,11,0,70.0,0,221
234,Legal,region_11,Bachelor's,m,sourcing,1,37,4.0,10,0,56.0,0,134
12658,Analytics,region_28,Bachelor's,m,sourcing,1,37,2.0,3,0,83.0,0,143
8253,HR,region_2,Master's & above,m,sourcing,1,45,4.0,5,0,47.0,0,200
1906,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,28,3.0,3,0,49.0,0,204
1655,Operations,region_22,Bachelor's,m,other,2,30,3.0,5,0,59.0,0,253
1771,Technology,region_17,Bachelor's,m,other,1,39,4.0,14,0,88.0,1,307
9699,Technology,region_13,Bachelor's,f,other,1,26,1.0,3,0,77.0,0,221
2682,Technology,region_5,Bachelor's,m,other,1,33,3.0,6,0,74.0,0,188
14634,Procurement,region_2,Below Secondary,m,other,1,25,,1,0,72.0,0,146
4560,Operations,region_15,Master's & above,m,other,1,36,1.0,4,0,58.0,0,159
7088,HR,region_2,Master's & above,m,sourcing,1,60,4.0,3,0,44.0,0,178
12147,Procurement,region_34,Bachelor's,m,other,1,29,5.0,4,0,70.0,0,239
11201,Analytics,region_11,Bachelor's,m,other,1,28,5.0,4,0,85.0,0,172
4599,R&D,region_3,Master's & above,m,sourcing,2,38,3.0,3,0,83.0,0,180
13182,Sales & Marketing,region_22,Bachelor's,f,other,2,27,,1,0,56.0,0,154
8519,Procurement,region_2,Bachelor's,m,sourcing,1,60,3.0,3,0,72.0,0,197
1014,Operations,region_2,Bachelor's,f,other,1,32,5.0,5,0,56.0,0,201
7371,R&D,region_7,Master's & above,m,other,1,35,5.0,7,0,83.0,0,217
14062,Operations,region_2,Bachelor's,m,sourcing,1,33,3.0,5,0,53.0,0,178
13621,Sales & Marketing,region_25,Bachelor's,m,other,1,29,4.0,3,0,49.0,0,155
8733,R&D,region_7,Bachelor's,m,sourcing,1,30,4.0,2,0,87.0,0,148
14574,Sales & Marketing,region_9,Bachelor's,f,sourcing,1,29,3.0,5,0,53.0,0,213
5212,Sales & Marketing,region_29,Master's & above,m,sourcing,1,47,3.0,17,0,49.0,0,174
3957,Technology,region_2,Master's & above,m,sourcing,2,38,3.0,9,0,91.0,1,170
6110,Technology,region_16,Bachelor's,m,sourcing,1,51,5.0,3,1,84.0,0,191
10471,Sales & Marketing,region_32,,m,sourcing,1,34,3.0,5,0,46.0,0,183
10233,Analytics,region_30,Bachelor's,m,other,1,30,3.0,4,0,90.0,0,170
5777,Legal,region_2,Bachelor's,m,other,1,31,3.0,4,0,59.0,0,154
288,Legal,region_22,Bachelor's,m,sourcing,1,30,4.0,3,0,62.0,0,292
